AISTATS 2017	The 20th International Conference on Artificial Intelligence and Statistics	Fort Lauderdale, USA
Big EMPS 2016	Workshop on Big Data and Analytics for Emergency Management and Public Safety	Washington DC, USA
MAMLAKE 2017	Special Session on Modern Applications of Machine Learning for Actionable Knowledge Extraction	Kanazawa, Japan
ADS 2017	ACIIDS 2017 Special Session on Applications of Data Science	Kanazawa, Japan
SoCPaR 2016	8th International Conference on Soft Computing & Pattern Recognition	Vellore, India
CPSCom 2016	The 9th IEEE International Conference on Cyber, Physical and Social Computing	Chengdu, China
VAAM 2016	Video Analytics for Audience Measurement 	Cancun, Mexico
WNUT 2016	The 2nd Workshop on Noisy User-generated Text @COLING	Osaka, Japan
EWRL 2016	The 13th European Workshop on Reinforcement Learning	Barcelona, Spain
ACM SAC-RS 2017	ACM SIGAPP Symposium On Applied Computing 2017 - Track on Recommender Systems: Theory and Applications	Marrakesh, Morocco
AWRL 2016	First Asian Workshop on Reinforcement Learning	Hamilton, New Zealand
DATA STREAMS TRACK 2017	DATA STREAMS TRACK - ACM SAC 2017	Marrakesh, Morocco
ICBNA 2016	The 3rd International Conference on Bayesian Networks and Applications	Sousse, Tunisia
WINVIZNN 2016	ACCV 2016 Workshop on Interpretation and Visualization of Deep Neural Nets	Taipei, Taiwan
MLHPC 2016	Machine Learning in High Performance Computing Environments Workshop	Salt Lake City, USA
SeMaT 2016	AMTA 2016 Workshop on Semitic Machine Translation	Austin, USA
MDDM 2016	1st International Workshop on Maritime Domain Data Mining at ICDM 2016	Barcelona, Spain
SoMeRis 2016	2nd International ICDM Workshop on Data Science for Social Media and Risk (SoMeRis 2016)	Barcelona, Spain
WiML 2016	11th Workshop for Women in Machine Learning, Co-located with NIPS	Barcelona, Spain
NTIRE 2016	ACCV 2016 - Workshop on New Trends in Image Restoration and Enhancement	Taipei, Taiwan
ACCVW-MLAC 2016	ACCV'16 Workshop on Multi-view Lip-reading & Audio-visual Challenges	Taipei, Taiwan
MLPM 2016	Special Session on Machine Learning for Predictive Models in Engineering Applications - IEEE ICMLA 2016	Anaheim, USA
MLSB posters 2016	Call for Poster abstracts: 10th International Workshop Machine Learning in Systems Biology (MLSB-2016)	The Hague, Netherlands
WMLI 2016	ICANN 2016 Workshop on Machine Learning and Interpretability	Barcelona, Spain
ACML 2016	8th Asian Conference on Machine Learning	Hamilton, New Zealand
AECIA 2016	Third International Afro-European Conference for Industrial Advancement	Marrakesh, Morocco
Electronic Imaging 2017	IS&T International Symposium on Electronic Imaging 2017	Burlingame, USA
BigDF 2016	IEEE International Workshop on Foundations of Big Data Computing	Hyderabad, India
MLSCPS 2016	2016 IEEE Workshop on Machine Learning in Security of Cyber-Physical Systems (MLSCPS)	Anaheim, USA
IEEE HPSC  2016	The 3rd IEEE International Conference on High Performance and Smart Computing	Shenzhen, China
ALatIKNOW 2016	Active Learning: Applications, Foundations and Emerging Trends	Graz, Austria
AI 2016	The 29th Australasian Joint Conference on Artificial Intelligence	Hobart, Australia
SSCI 2016	2016 IEEE Symposium on Computational Intelligence in Dynamic and Uncertain Environments	Athens, Greece
AICS 2016	24th Irish Conference on Artificial Intelligence and Cognitive Science	Dublin, Ireland
SSDM 2017	The 2nd ECML/PKDD 2016 workshop on Statistically Sound Data Mining	Riva del Garda, Italy
ICACSIS 2016	 ICACSIS 2016 : 8th International Conference of Advanced Computer Science and Information Systems	Malang, Indonesia
CyberC 2016	CyberC (Tech. Sponsored by IEEE CS, IEEE Big Data, IEEE SDN) China Oct. 13-14, 2016	Chengdu, China
Big Data 2016	The 4th International Workshop on Big Data	Chengdu, China
MIDAS 2016	The First Workshop on MIning DAta for financial applicationS @ECML-PKDD 2016	Riva del Garda, Italy
ISCMI 2016	3rd Intl. Conference on Soft Computing & Machine Intelligence	Dubai, UAE
DSS 2016	2nd International Workshop on  Data-driven Self-regulating Systems	Augsburg, Germany
ICMLA 2016	 IEEE International Conference on Machine Learning and Applications (IEEE ICMLA'16)	Los Angeles, USA
MLSA 2016	Machine Learning and Data Mining for Sports Analytics (MLSA 16) @ ECML/PKDD 2016	Riva del Garda, Italy
VARVAI 2016	1st workshop on Virtual/Augmented Reality for Visual Artificial Intelligence	Amsterdam, Netherlands
SSDM 2016	The 2nd ECML/PKDD Workshop on Statistically Sound Data Mining	Riva del Garda, Italy
UCC - IDP 2016	UCC - IDP 2016: The 5th International Workshop on Intelligent Data Processing	Shanghai, China
HPCAC 2016	5th Annual Spain Conference 2016	Leon, Spain
AIPR 2016	Applied Imagery Pattern Recognition	Washington DC, USA
SCDS 2016	2nd International Conference on Soft Computing in Data Science 2016 (SCDS2016)	Kuala Lumpur, Malaysia
MWDHealth 2016	The International Workshop on Mining Wearable Data for Healthcare 	Chicago, USA
GCAI 2016	GCAI 2016, CfP, 2nd Global Conference on Artificial Intelligence, Berlin, Germany, 29th September - 2nd October 2016	Berlin, Germany
DLRS 2016	Deep Learning for Recommender Systems	Boston, USA
