ICPRAI 2018	International Conference on Pattern Recognition and Artificial Intelligence	Montreal, Quebec
ICIAS--Ei 2018	2018 IEEE International Conference on Intelligent Autonomous Systems (ICIAS 2018)--Ei Compendex and Scopus	Singapore
CVPR 2018	Computer Vision and Pattern Recognition	Salt Lake City, USA
ICIIC--IEEE Xplore, Ei 2018	2018 International Conference on Integrated Intelligent Computing (ICIIC 2018)--IEEE Xplore, Ei Compendex and Scopus	Singapore
ACM--ICSSE--Ei, Scopus 2018	ACM--2018 the International Conference on Software and Services Engineering(ICSSE 2018)--Ei, ISI and Scopus	Prague, Czech Republic
ICCMS - Ei & Scopus 2018	ACM--The 10th International Conference on Computer Modeling and Simulation (ICCMS 2018)	Sydney, Australia
ACM - ICIAI 2018	ACM--2018 2nd International Conference on Innovation in Artificial Intelligence (ICIAI 2018)--Ei Compendex, Scopus, and ISI	Shanghai, China
ICICA 2018	The 7th International Conference on Intelligent Computing and Applications (ICICA 2018)	Sydney, Australia
ICAISC 2018	International Conference on Artificial Intelligence and Soft Computing	Zakopane, Poland
IEEE-ICCAR-Ei & SCOPUS 2018	(IEEE-ICCAR 2018) 2018 The 4th International Conference on Control, Automation and Robotics--Ei Compendex & SCOPUS	Auckland, New Zealand
ISMSI--Ei Compendex, Scopus and ISI 2018	2018 2nd International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence (ISMSI 2018)--Ei Compendex, Scopus and ISI	Phuket, Thailand
ICVR-Ei 2018	2018 4th International Conference on Virtual Reality (ICVR 2018)--Ei Compendex and Scopus	Hong Kong
SLIE 2018	Semantic, Logics, Information Extraction and AI 	Melbourne, USA
AIHealth@FLAIRS  2018	FLAIRS 2018 Special Track on Artificial Intelligence in Healthcare Informatics	Melbourne, USA
ICIGP-Ei 2018	2018 International Conference on Image and Graphics Processing (ICIGP 2018)--Ei Compendex and Scopus	Hong Kong
NIC 2018	Workshop on Nature Inspired Computing 	Naples, Italy
CSPA 2018	14th IEEE Colloquium on Signal Processing and its Applications (CSPA 2018)	Penang, Malaysia
ICGHIT 2018	6Th ICGHIT - Extended Papers Published in LNEE/SCI/Ei Compendex/Scopus Journals	Chiang Mai, Thailand
ICDIS 2018	2018 First International Conference on Data Intelligence and Security	South Padre Island, USA
FoIKS 2018	10th International Symposium on Foundations of Information and Knowledge Systems	Budapest, Hungary
ISCSAI 2017	2017 International Symposium on Computer Science and Artificial Intelligence	Shenzhen, China
UKAIS 2018	The 23rd UK Academy for Information Systems (UKAIS) International Conference	Oxford, UK
IEEE--ICCCBDA--Ei and Scopus 2018	2018 the 3rd IEEE International Conference on Cloud Computing and Big Data Analysis (ICCCBDA 2018)--Ei Compendex and Scopus	Chengdu, China
ICMAI--EI Compendex and Scopus 2018	2018 International Conference on Mathematics and Artificial Intelligence (ICMAI 2018)--EI Compendex and Scopus	Chengdu, China
ICISS--Ei Compendex and Scopus 2018	2018 International Conference on Information Science and System (ICISS 2018)--Ei Compendex and Scopus	Jeju Island, South Korea
ICRIC--Ei Compendex and Scopus 2018	The 2018 International Conference on Robotics and Intelligent Control (ICRIC 2018)--Ei Compendex and Scopus	Nagoya, Japan
CPAIOR 2018	15th International Conference on the Integration of Constraint Programming, Artificial Intelligence, and Operations Research	Delft, The Netherlands
ICCRE--IEEE, Ei 2018	2018 IEEE 3rd International Conference on Control and Robotics Engineering (ICCRE 2018)--IEEE Xplore and Ei Compendex	Nagoya, Japan
ICCCS--Ei and Scopus 2018	2018 3rd International Conference on Computer and Communication Systems (ICCCS 2018)--Ei Compendex and Scopus	Nagoya, Japan
SMART  2017	Scientific Methods in Academic Research and Teaching	Timisoara, Romania
ACM--ICMSR--Ei, Scopus and ISI 2018	2018 International Conference on Mechatronic Systems and Robots (ICMSR 2018)--ACM, Ei, Scopus and ISI	Singapore
CIAALS 2018	Workshop on Computational Intelligence in Ambient Assisted Living Systems 	Porto, Portugal
ICMEAE--Ei and Scopus 2018	2018 5th International Conference on Mechatronics, Electronics and Automation Engineering (ICMEAE 2018)--Ei Compendex and Scopus 	Nagoya, Japan
IPMU 2018	17th Information Processing and Management of Uncertainty in Knowledge-Based Systems Conference	Cadiz, Spain
ICDIP-SPIE 2018	ICDIP 2018 The 10th International Conference on Digital Image Processing--Ei Compendex, Scopus and CPCI	Shanghai, China
ICUASA 2018	2018 International Conference on Umanned Aerial Systems and Aerospace(ICUASA 2018)	Shanghai, China
ICINT--EI, Scopus 2018	2018 3rd International Conference on Information and Network Technologies (ICINT 2018)--EI Compendex, Scopus	Osaka, Japan
ICMRA--Ei & Scopus 2018	2018 International Conference on Mechatronics,Robotics and Automation (ICMRA 2018)--Ei & Scopus	Hefei, China
ICMVA--EI Compendex, Scopus 2018	2018 The International Conference on Machine Vision and Applications (ICMVA 2018)--EI Compendex, Scopus	Singapore
Ei - ICBDA - IEEE 2018	2018 IEEE 3rd International Conference on Big Data Analysis (ICBDA 2018)--IEEE Xplore and Ei Compendex	Shanghai, China
ICFCC--Ei & Scopus 2018	2018 The 10th International Conference on Future Computer and Communication (ICFCC 2018)--Ei & Scopus	Singapore
ParLearning 2018	The 7th International Workshop on Parallel and Distributed Computing for Large Scale Machine Learning and Big Data Analytics	Vancouver, Canada
ISNN 2018	15th International Symposium on Neural Networks 	Minsk, Belarus
ICAISE--IEEE, EI and Scopus 2018	2018 International Conference on Artificial Intelligence and Software Engineering (ICAISE 2018)--IEEE, EI Compendex and Scopus	Chengdu, China
AIAI 2018	14th Artificial Intelligence Applications and Innovations 2018	Rhodes, Greece
ICMLT--Ei and Scopus 2018	2018 International Conference on Machine Learning Technologies (ICMLT 2018)--Ei Compendex and Scopus	Jinan, China
SPIE--IWPR--Ei Compendex, Scopus 2018	SPIE--2018 the 3rd International Workshop on Pattern Recognition (IWPR 2018)--Ei, Scopus and ISI	Jinan, China
EAIS 2018	Evolving and Adaptive Intelligent Systems 2018	Rhodes, Greece
ITS 2018	The 14th International Conference on Intelligent Tutoring Systems	Montreal, Canada
ITS 2018	Intelligent Tutoring Systems	Montreal, Canada
GECCO 2018	Genetic and Evolutionary Computation Conference	Kyoto, Japan
IJCAI 2018	International Joint Conferences on Artificial Intelligence Organization	Stockholm, Sweden
ISASE-MAICS 2018	The 4th International Symposium on Affective Science and Engineering and the 29th Modern Artificial Intelligence and Cognitive Science Conference	Spokane, USA
DCAI 2018	15th International Conference on Distributed Computing and Artificial Intelligence	Toledo, Spain
ICMSC - Ei 2018	IEEE-ICMSC 2018-International Conference on Mechanical, System and Control Engineering--Ei Compendex & Scopus	Moscow, Russia
AIMS 2018	The 7th International Conference on AI and Mobile Services	Seattle, USA
ACL 2018	56th Annual Meeting of the Association for Computational Linguistics	Melbourne, Australia
BigData Congress 2018	The 7th International Congress on Big Data	Seattle, USA
INISTA  2018	IEEE International Conference on Innovations in Intelligent SysTems and Applications 	Thessaloniki, Greece
ECCV 2018	European Conference on Computer Vision	Munich, Germany
CIG 2018	2018 IEEE Conference on Computational Intelligence and Games	Maastricht, the Netherlands
MESS 2018	Metaheuristics Summer School	Taormina-Sicily, Italy
ICCBR 2018	International Conference on Case-Based Reasoning	Stockholm, Sweden
ICISIP 2018	The 6th IIAE International Conference on Intelligent Systems and Image Processing 2018	Matsue, Japan
ACIIDS 2018	10th Asian Conference on Intelligent Information and Database Systems	Dong Hoi City, Vietnam
StoryCase 2012	ICCBR-12 Workshop on Stories, Episodes, and Cases (StoryCase)	Lyon, France
CLOSER 2018	8th International Conference on Cloud Computing and Services Science	Funchal, Portugal
CSAI - Ei &Scopus 2017	2017 International Conference on Computer Science and Artificial Intelligence (CSAI 2017)--Ei Compendex & Scopus	Jakarta, Indonesia
IUI 2017	Intelligent User Interfaces	Limassol, Cyprus
AISTATS 2018	The 21st International Conference on Artificial Intelligence and Statistics	Playa Blanca, Lanzarote
ISICS 2018	International Symposium on Intelligent Computing Systems - ISICS 2018	Merida, Mexico
ARIN 2017	3rd International Conference on Artificial Intelligence	Dubai, UAE
SAI 2017	6 th International Conference on Soft Computing, Artificial Intelligence and Applications 	Sydney, Australia
ACM--ICMCE 2017	ACM--2017 6th International Conference on Mechatronics and Control Engineering (ICMCE 2017)--Ei Compendex, ISI Web of Science and Scopus	St. Petersburg, Russia
ICROM-Ei 2017	Ei--2017 the International Conference on Robotics and Electromechanical (ICRoM 2017)--Scopus	Hong Kong
WoLGA 2018	Workshop on Logical Geometry and its Applications	Vichy, France
ICMME - Ei 2017	2017 The 4th International Conference on Mechatronics and Mechanical Engineering (ICMME 2017)--Ei Compendex and Scopus	Kuala Lumpur, Malaysia
KRR@SAC 2018	KRR@SAC 2018 : Knowledge Representation and Reasoning (track of the 33rd ACM/SIGAPP Symposium On Applied Computing)	Pau, France
ICSC 2018	12th IEEE International Conference on Semantic Computing (ICSC 2018)	Laguna Hills, USA
ICBSB - Ei 2017	2017 2nd International Conference on Biomedical Signal and Bioinformatics (ICBSB 2017)--Ei Compendex and Scopus	Auckland, New Zealand
ICSPS - Ei 2017	2017 9th International Conference on Signal Processing Systems (ICSPS 2017)--Ei Compendex and Scopus	Auckland, New Zealand
MedPRAI 2018	The Second Mediterranean Conference on Pattern Recognition and Artificial Intelligence (MedPRAI-2018)	Rabat, Morocco
ICCCB - Ei 2017	2017 International Conference on Computational Chemistry and Biology (ICCCB 2017)--EI Compendex, Scopus	Barcelona, Spain
WCICSS 2017	The World Congress on Industrial Control Systems Security	Cambridge, United Kingdom
RiTA 2017	The 5th International Conference on Robot Intelligence Technology and Applications 	Daejeon, South Korea
ICITDA 2017	International Conference on Information Technology and Digital Applications	Yogyakarta, Indonesia
ICMERR 2017	2017 2nd International Conference on Mechanical Engineering and Robotics Research (ICMERR 2017)-EI Compendex, Scopus	Paris, France
ACMLC--EI Compendex, Scopus 2017	2017 Asia Conference on Machine Learning and Computing (ACMLC 2017)--EI Compendex, Scopus	Singapore
ICBRA - Ei 2017	2017 International Conference on Bioinformatics Research and Applications (ICBRA 2017)--Ei Compendex, Scopus and ISI	Barcelona, Spain
KARE  2017	KARE 2017 - The 9th International Workshop on Knowledge Acquisition Reuse & Evaluation	Jaipur, India
CSBio 2017	The 8th International Conference on Computational Systems-Biology and Bioinformatics (CSBio 2017) 	NhaTrang, Vietnam
IEEE ITNEC 2017	2017 IEEE 2nd Information Technology,Networking,Electronic and Automation Control Conference	Chengdu, China
IEEE - ISCMI 2017	2017 4th Intl. Conference on Soft Computing & Machine Intelligence (ISCMI 2017)--IEEE Xplore, Ei Compendex	Pointe aux Piments, Mauritius
SoICT 2017	The Eighth International Symposium on Information and Communication Technology	NhaTrang, Vietnam
ICBBE - Ei 2017	2017 4th International Conference on Biomedical and Bioinformatics Engineering (ICBBE 2017) - ACM and Ei Compendex	Seoul, South Korea
ICBEF 2017	2017 International Conference on Biometric Engineering and Forensics (ICBEF 2017)-Ei Compendex, Scopus and ISI	Seoul, South Korea
CRoNe 2017	3rd Congress on Robotics and Neuroscience	Valparaiso, Chile
ICMV 2017	2017 The 10th International Conference on Machine Vision (ICMV 2017) - SPIE	Vienna, Austria
ACM SAC-COCO 2018	Cognitive Computing Track @ The 33nd ACM Symposium on Applied Computing - ACM SAC 2018	Pau, France
PRASA-RobMech 2017	Symposium of the Pattern Recognition Association of South Africa (PRASA) and Conference of Robotics and Mechatronics (RobMech)	Bloemfontein, South Africa
TAAI 2017	The 22nd Conference on Technologies and Applications of Artificial Intelligence [Deadline Extended]	Taipei, Taiwan
AAAI 2018	The Thirty-Second AAAI Conference on Artificial Intelligence	New Orleans, USA
LKE 2017	5th International Symposium on Language & Knowledge Engineering	Puebla, Mexico
MVIP 2017	The 10th Iranian Conference on Machine Vision and Image Processing	Isfahan, Iran
CORE 2017	CORE 2017 (17th International Congress on Computer Science)	Mexico City, Mexico
AI*AAL.it 2017	Third Italian Workshop on Artificial Intelligence for Ambient Assisted Living	Bari, Italy
ICOAI 2017	2017 4th International Conference on Artificial Intelligence (ICOAI 2017)	Florence, Italy
ARCS (SITIS) 2017	International Workshop on Advances in Robotics and Cognitive Systems (co-located with SITIS2017)	Jaipur, India
AIVR 2017	1st Workshop on Artificial Intelligence Meets Virtual and Augmented Realities (AI-VR) in conjuction with SIGGRAPH Asia	Bangkok, Thailand
ICCMA - Ei 2017	2017 The 5th International conference on Control, Mechatronics and Automation   (ICCMA 2017)--Ei Compendex and Scopus	Edmonton, Canada
ICMAM - Ei 2017	2017 4th International Conference on Mechatronics, Automation and Manufacturing (ICMAM 2017)--EI Compendex, Scopus	Phuket, Thailand
MIKE 2017	Mining Intelligence and Knowledge Exploration, The Fifth International Conference	Hyderabad, India
ICCBB 2017	2017 International Conference on Computational Biology and Bioinformatics (ICCBB 2017)--Ei Compendex, Scopus and CPCI	Newark, USA
IS 2017	International Conference "Interactive Systems: Problems of Human-Computer Interaction"	Ulyanovsk, Russia
MECN 2017	3rd International Conference on Mechanical Engineering 	Dubai, UAE
WAAISC 2017	1st Workshop on Applications of Artificial Intelligence in Smart Cities	Boston, USA
SoDeLIA 2017	Special Session on Deep Learning and Its Applications	Gadong, Brunei
ICCASA 2017	6th EAI International Conference on Context-Aware Systems and Applications	Tam Ky City, Vietnam
ICTCC 2017	3rd International Conference on NaTure of Computation and Communication	Tam Ky City, Vietnam
IES 2017	The 21st Asia Pacific Symposium on Intelligent and Evolutionary Systems (IES 2017)	Hanoi, Vietnam
AIC 2017	5th International Workshop on Artificial Intelligence and Cognition	Larnaca, Cyprus
ICIIP 2017	6th International Conference on Intelligent Information Processing(ICIIP 2017)	London, UK
ACML  2017	The 9th Asian Conference on Machine Learning	Seoul, South Korea
ICICT 2017	CFP - The IEEE International Conference ICICT at India, Due: 4 Aug 2017	Tamil Nadu, India
FICC 2018	The FICC 2018 at Singapore, Paper Submission Due: August 1st 2017	Singapore
RA  2017	The 18th IASTED International Conference on Robotics and Applications 	Cambridge, USA
ICPET 2017	International Conference on Promising Electronic Technologies 2017	Deir El-Balah, Palestine
IEEE Bigcomp 2018	2018 IEEE International Conference on Big Data and Smart Computing	Shanghai, China
ICSR 2017	The 9th International Conference on Social Robotics 	Tsukuba, Japan
ICAART 2018	10th International Conference on Agents and Artificial Intelligence	Funchal, Portugal
ICPRAM 2018	7th International Conference on Pattern Recognition Applications and Methods	Funchal, Portugal
SafeThings 2017	ACM Workshop on the Internet of Safe Things	Delft, The Netherlands
LAWCN 2017	Latin-American Workshop on Computational Neuroscience	Porto Alegre, Brazil
WOMoCoE 2017	2nd International Workshop on Ontology Modularity, Contextuality, and Evolution	Vienna, Austria
K-CAP 2017	The Ninth International Conference on Knowledge Capture	Austin, USA
ISWC poster&demo 2017	ISWC 2017 : 16th International Semantic Web Conference (poster and demo session)	Vienna, Austria
ICOAS - EI 2017	2017 2nd International Conference on Automation Sciences (ICOAS 2017)--EI Compendex, Scopus	Phnom Penh, Cambodia
GCAI  2017	The 3rd Global Conference on Artificial Intelligence (GCAI 2017), Miami, USA, 18-22 October 2017	Miami, USA
ICBEB 2017	2017 International Conference on Biomedical Engineering and Bioinformatics (ICBEB 2017)--CPCI, Ei Compendex and Scopus	Bangkok, Thailand
ICIBB - Ei 2017	2017 International Conference on Innovations in Biometrics and Biostatistics (ICIBB 2017)--CPCI, Ei Compendex and Scopus	Bangkok, Thailand
ICRCA - Ei 2017	2017 The 2nd International Conference on Robotics, Control and Automation (ICRCA 2017)--Ei Compendex and Scopus	Kitakyushu, Japan
CAIIT 2017	2017 International Conference on Artificial Intelligence and Information Technology (CAIIT 2017)--Ei&Scopus	Hong Kong
MIG 2017	ACM SIGGRAPH Conference on Motion in Games	Barcelona, Spain
Algorithmic news 2018	ALGORITHMS, AUTOMATION, AND NEWS: CAPABILITIES, CASES, AND CONSEQUENCES	Munich, Germany
SPIE - ICRMV 2017	2017 The 2nd International Conference on Robotics and Machine Vision (ICRMV 2017)--Ei Compendex and Scopus	Kitakyushu, Japan
DT  2017	Deduktionstreffen 2017	TU Dortmund, Germany
CISC 2017	1st Workshop on Computational Intelligence & Soft Computing	Portland, USA 
DEAs 2017	Data Enabled Applications 2017	Bandar Seri Begawan, Brunei
MIWAI 2017	The 11th Multi-disciplinary International Workshop on Artificial Intelligence	Bandar Seri Begawan, Brunei
Robot 2017	Third Iberian Robotics Conference	Seville, Spain
CSI 2017	Computer Society Of Iran 	Shiraz, Iran
AISP-2017	Artificial Intelligence and Signal Processing 	Shiraz, Iran
IEEE--ICAVE 2017	2017 International Conference on Automotive and Vehicle Engineering (ICAVE 2017)-IEEE Xplore and Ei Compendex	Singapore
ICITE 2017	2017 2nd International Conference on Intelligent Transportation Engineering (ICITE 2017)-IEEE Xplore and Ei Compendex	Singapore
ICRAS 2017	2017 International Conference on Robotics and Automation Sciences (ICRAS 2017)--IEEE, Ei Compendex and Scopus	Hong Kong
IEEE ITOEC 2017	2017 IEEE 3rd Information Technology and Mechatronics Engineering Conference 	Chongqing, China
ICCIA 2017	2017 the 2nd IEEE International Conference on Computational Intelligence and Applications	Beijing, China
IEEE CISDA 2017	2017 IEEE Symposium on Computational Intelligence for Security and Defense Applications  	Hawaii, USA
ISAIR 2017	The 2nd International Symposium on Artificial Intelligence and Robotics 2017	Kitakyushu, Japan
AIAAT 2017	2017 International Conference on Artificial Intelligence Applications and Technologies(AIAAT 2017)	Hawaii, USA
ICIS 2017	The Second International Conference on Intelligence Science	Shanghai, China
CICLOPS 2017	15th International Colloquium on Implementation of Constraint and LOgic Programming Systems	Melbourne, Australia
KDWEB 2017	3rd International Workshop on Knowledge Discovery on the Web	Cagliari, Italy
CEEC 2017	9th Computer Science & Electronic Engineering Conference 	Colchester, UK
RecSysKTL 2017	Workshop on Intelligent Recommender Systems by Knowledge Transfer and Learning	Como, Italy
BFAL 2017	International Conference on Brain Function Assessment in Learning	Patras, Greece
ACLing 2017	The Third International Conference on Arabic Computational Linguistics	Dubai, UAE
ISDM 2017	ISDM@INTELLI 2017 : Intelligent Support for Decision Making at INTELLI 2017	Nice, France
IJCAI - CAI4HCD 2017	IJCAI 2017 WORKSHOP ON:  COGNITION AND ARTIFICIAL INTELLIGENCE FOR HUMAN-CENTRED DESIGN	Melbourne, Australia
SYNASC 2017	19th International Symposium on  Symbolic and Numeric Algorithms for Scientific Computing	Timisoara, Romania
ICCSSE 2017	2017 3rd International Conference on Control Science and Systems Engineering (ICCSSE 2017)--IEEE, Ei Compendex	Beijing, China
PLP 2017	Probabilistic logic programming 2017	Orleans, France
IEEE--ISCBI 2017	ISCBI 2017 (5th International Symposium on Computational and Business Intelligence)-IEEE Xplore and Ei Compendex	Dubai, UAE
ICONIP 2017	International Conference on Neural Information Processing	Guangzhou, China
ICDME - IOP 2017	2nd International Conference on Design and Manufacturing Engineering (ICDME 2017)--Ei Compendex	Guangzhou, China
ICISIP 2017	The 5th IIAE International Conference on Intelligent Systems and Image Processing 2017	Hawaii, USA
CILC 2017	32nd Italian Conference on Computational Logic	Naples, Italy
DS 2017	The 20th International Conference on Discovery Science	Kyoto, Japan
LL@ICML 2017	Workshop on Lifelong Learning: A Reinforcement Learning Approach @ICML 2017	Sydney, Australia
AI*IA 2017	16th International Conference of the Italian Association for Artificial Intelligence	Bari, Italy
ISSEA 2017	Special Session on Intelligent Systems and Software Engineering Advances	Druskininkai, Lithuania
SocInf 2017	3rd International Workshop on Social Influence Analysis	Melbourne, Australia
7th ICITCS 2017	iCatse International Conference on IT Convergence and Security	Seoul, South Korea
DX 2017	28th International Workshop on Principles of Diagnosis	Brescia, Italy
CRC 2017	2nd International Conference on Cybernetics, Robotics and Control	Chengdu, China
WAAE 2017	IJCAI-17 Workshop on AI Applications in E-Commerce	Melbourne, Australia
IEEE--ICSGSC 2017	2017 IEEE International Conference on Smart Grid and Smart Cities (ICSGSC 2017)--IEEE Xplore and Ei Compendex	Singapore
SML 2017	IJCAI Workshop on Semantic Machine Learning (SML 2017)  	Melbourne, Australia
CCKS 2017	China Conference on Knowledge Graph and Semantic Computing (CCKS2017)	Chengdu, China
ICAIR 2017	2017 2nd International Conference on Artificial Intelligence and Robotics (ICAIR 2017)	Prague, Czech Republic
WISTIPS 2017	INFORMATION AND SOFTWARE TECHNOLOGIES FOR INTELLIGENT POWER SYSTEMS	Druskininkai, Lithuania
BRACIS 2017	6th Brazilian Conference on Intelligent Systems	Uberlandia, Brazil
RAAI 2017	1st Conference on Recent Advances in Artificial Intelligence (RAAI)	Bucharest, Romania
【Ei】-ICAIR 2017	2017 2nd International Conference on Artificial Intelligence and Robotics (ICAIR 2017)	Prague, Czech Republic
NIPS 2017	The Thirty-first Annual Conference on Neural Information Processing Systems	Long Beach, USA
ICTTE 2017	6th International Conference on Transportation and Traffic Engineering -Ei,ISI and Scopus	Hong Kong
LACATODA -  2017	Linguistic and Cognitive Approaches to Dialog Agents (IJCAI Workshop)	Melbourne, Australia
ICIII 2017	ICIII 2017 - 2017 5th International Conference on Industrial and Intelligent Information	Krakow, Poland
ICCSE 2017	The 2017 International Conference on Crowd Science and Engineering	Beijing, China
ISWC 2017	16th International Semantic Web Conference	Vienna, Austria
MEDS 2017	3rd International Conference on Medical Sciences	Chennai, India
ITCCMA 2017	Fourth International Conference on Information Technology, Control, Chaos, Modeling and Applications	Dubai, UAE
AIAP 2017	4th International Conference on Artificial Intelligence and Applications	Vienna, Austria
AIFZ 2017	3rd International Conference on Artificial Intelligence and Fuzzy Logic Systems	Dubai, UAE
MECH 2017	4th International Conference on Mechanical Engineering	Vienna, Austria
CSITY 2017	3rd International Conference on Computer Science, Engineering and Information Technology	Dubai, UAE
CCSEIT 2017	7th International Conference on Computer Science, Engineering and Information Technology	Vienna, Austria
TIME 2017	24th International Symposium on Temporal Representation and Reasoning	Mons, Belgium
KDH@IJCAI 2017	The 2nd International Workshop on Knowledge Discovery in Healthcare Data (KDH) - aligning with IJCAI 2017	Melbourne, Australia
ICMAE 2017	2017 The 8th International Conference on Mechanical and Aerospace Engineering (ICMAE 2017)—IEEE and Ei Compendex	Prague, Czech Republic
